capital_sociallicitacoes,atividade_principal_code,tipo,situacao,natureza_juridica,participacoes,vitorias,class
2000000,41.20-4-00,MATRIZ,ATIVA,213-5,5,1,NAO
1050000,41.20-4-00,MATRIZ,ATIVA,206-2,8,4,NAO
5000,63.11-9-00,MATRIZ,ATIVA,213-5,3,3,NAO
2000,95.11-8-00,MATRIZ,ATIVA,213-5,4,4,NAO
10000,61.90-6-01,MATRIZ,ATIVA,206-2,2,2,NAO
35000,38.11-4-00,MATRIZ,ATIVA,213-5,7,3,NAO
270000,41.20-4-00,MATRIZ,ATIVA,206-2,5,4,NAO
60000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
20000,90.01-9-06,MATRIZ,ATIVA,213-5,4,2,NAO
25000,47.89-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
40000,46.47-8-01,MATRIZ,ATIVA,206-2,10,7,NAO
425000,41.20-4-00,MATRIZ,ATIVA,206-2,5,1,NAO
1,47.89-0-08,MATRIZ,ATIVA,213-5,4,4,NAO
10000,62.01-5-01,MATRIZ,ATIVA,213-5,3,3,NAO
20000,47.24-5-00,MATRIZ,ATIVA,213-5,3,3,NAO
20000,47.31-8-00,MATRIZ,ATIVA,206-2,5,5,NAO
20000,45.20-0-05,MATRIZ,ATIVA,206-2,2,2,NAO
300000,46.47-8-01,MATRIZ,ATIVA,206-2,3,2,NAO
60000,82.30-0-01,MATRIZ,ATIVA,213-5,6,3,NAO
3000,56.11-2-01,MATRIZ,ATIVA,213-5,4,4,NAO
20000,47.24-5-00,MATRIZ,ATIVA,213-5,2,2,NAO
50000,47.31-8-00,MATRIZ,ATIVA,206-2,2,2,NAO
400000,46.44-3-01,MATRIZ,ATIVA,206-2,238,239,NAO
200000,41.20-4-00,MATRIZ,ATIVA,206-2,2,1,NAO
620000,41.20-4-00,MATRIZ,ATIVA,206-2,2,0,NAO
20000,45.30-7-03,MATRIZ,ATIVA,213-5,11,10,NAO
20000,47.12-1-00,MATRIZ,ATIVA,213-5,2,2,NAO
1,47.12-1-00,MATRIZ,ATIVA,213-5,2,2,NAO
2000000,41.20-4-00,MATRIZ,ATIVA,206-2,15,3,NAO
1,45.41-2-05,MATRIZ,ATIVA,213-5,3,3,NAO
1,10.91-1-02,MATRIZ,ATIVA,213-5,2,2,NAO
10000,90.01-9-02,MATRIZ,ATIVA,213-5,3,3,NAO
60000,47.53-9-00,MATRIZ,ATIVA,206-2,6,6,NAO
1,33.19-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
30000,47.81-4-00,MATRIZ,ATIVA,213-5,66,41,NAO
55000,82.19-9-01,MATRIZ,ATIVA,206-2,2,1,NAO
20000,47.71-7-01,MATRIZ,ATIVA,206-2,2,2,NAO
500000,41.20-4-00,MATRIZ,ATIVA,206-2,5,4,NAO
200000,47.31-8-00,MATRIZ,ATIVA,206-2,6,6,NAO
100000,46.45-1-01,MATRIZ,ATIVA,206-2,2,2,NAO
500000,41.20-4-00,MATRIZ,ATIVA,206-2,3,3,NAO
1,56.11-2-01,MATRIZ,ATIVA,213-5,4,4,NAO
150000,46.34-6-01,FILIAL,ATIVA,206-2,4,4,NAO
40000,47.21-1-02,MATRIZ,ATIVA,213-5,4,4,NAO
100000,45.30-7-05,MATRIZ,ATIVA,206-2,6,6,NAO
100000,77.11-0-00,MATRIZ,ATIVA,206-2,21,21,NAO
98000,47.29-6-99,MATRIZ,ATIVA,206-2,9,3,NAO
25000,61.90-6-01,MATRIZ,ATIVA,213-5,2,2,NAO
80000,47.51-2-01,MATRIZ,ATIVA,213-5,4,5,NAO
1,45.30-7-05,MATRIZ,ATIVA,213-5,3,3,NAO
10000,10.91-1-02,MATRIZ,ATIVA,213-5,2,2,NAO
1000000,46.47-8-02,MATRIZ,ATIVA,206-2,3,2,NAO
1,95.11-8-00,MATRIZ,ATIVA,213-5,4,4,NAO
20000,32.50-7-06,MATRIZ,ATIVA,213-5,12,9,NAO
30000,33.13-9-01,MATRIZ,ATIVA,213-5,3,3,NAO
10000,95.11-8-00,MATRIZ,ATIVA,213-5,8,8,NAO
50000,45.11-1-01,MATRIZ,ATIVA,206-2,2,2,NAO
1000000,41.20-4-00,MATRIZ,ATIVA,230-5,5,2,NAO
90000,41.20-4-00,MATRIZ,ATIVA,206-2,2,2,NAO
15000,33.19-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
100000,47.54-7-01,MATRIZ,ATIVA,230-5,3,0,NAO
30000,86.40-2-05,MATRIZ,ATIVA,206-2,2,1,NAO
20000,33.12-1-03,MATRIZ,ATIVA,213-5,132,121,NAO
20000,14.14-2-00,MATRIZ,ATIVA,213-5,2,1,NAO
30000,58.29-8-00,MATRIZ,ATIVA,213-5,3,3,NAO
200000,42.99-5-99,MATRIZ,ATIVA,206-2,11,8,NAO
50000,74.90-1-04,MATRIZ,ATIVA,213-5,2,2,NAO
300000,47.11-3-02,MATRIZ,ATIVA,206-2,7,7,NAO
100000,26.22-1-00,MATRIZ,ATIVA,230-5,2,2,NAO
100000,77.11-0-00,MATRIZ,ATIVA,206-2,12,12,NAO
100000,77.39-0-03,MATRIZ,ATIVA,213-5,2,2,NAO
15000,47.22-9-01,MATRIZ,ATIVA,213-5,3,4,NAO
10000,47.63-6-02,MATRIZ,ATIVA,206-2,2,2,NAO
100000,47.73-3-00,MATRIZ,ATIVA,206-2,2,2,NAO
2520000,86.40-2-05,MATRIZ,ATIVA,224-0,7,7,NAO
500000,41.20-4-00,MATRIZ,ATIVA,213-5,13,8,NAO
50000,90.01-9-06,MATRIZ,ATIVA,213-5,13,9,NAO
1700000,41.20-4-00,MATRIZ,ATIVA,206-2,2,0,NAO
200000,41.20-4-00,MATRIZ,ATIVA,230-5,3,2,NAO
1700000,27.32-5-00,MATRIZ,ATIVA,206-2,19,16,NAO
1,47.12-1-00,MATRIZ,ATIVA,213-5,2,2,NAO
10000,47.44-0-01,MATRIZ,ATIVA,213-5,2,2,NAO
46076221,45.11-1-01,MATRIZ,ATIVA,205-4,16,6,NAO
90000,47.31-8-00,MATRIZ,ATIVA,230-5,5,2,NAO
80000,46.49-4-08,MATRIZ,ATIVA,213-5,16,12,NAO
20000,45.30-7-05,MATRIZ,ATIVA,213-5,7,7,NAO
40000,90.01-9-02,MATRIZ,ATIVA,213-5,3,1,NAO
30000,31.02-1-00,MATRIZ,ATIVA,213-5,18,10,NAO
78800,46.51-6-01,MATRIZ,ATIVA,230-5,21,18,NAO
200000,47.44-0-99,MATRIZ,ATIVA,206-2,23,22,NAO
10000,47.84-9-00,MATRIZ,ATIVA,213-5,2,2,NAO
25000,47.71-7-01,MATRIZ,ATIVA,213-5,2,2,NAO
1,43.22-3-02,MATRIZ,ATIVA,213-5,2,2,NAO
300000,26.21-3-00,MATRIZ,ATIVA,206-2,2,2,NAO
100000,56.20-1-02,MATRIZ,ATIVA,230-5,2,1,NAO
1,56.11-2-01,MATRIZ,ATIVA,213-5,3,3,NAO
20000,86.40-2-02,MATRIZ,ATIVA,213-5,5,5,NAO
100000,46.44-3-01,MATRIZ,ATIVA,206-2,35,31,NAO
72400,46.49-4-08,MATRIZ,ATIVA,230-5,28,23,NAO
100000,41.20-4-00,MATRIZ,ATIVA,213-5,5,4,NAO
460000,41.20-4-00,MATRIZ,ATIVA,230-5,15,8,NAO
1,82.19-9-99,MATRIZ,ATIVA,213-5,2,2,NAO
88000,47.89-0-06,MATRIZ,ATIVA,230-5,2,2,NAO
120000,43.22-3-01,MATRIZ,ATIVA,206-2,4,2,NAO
3000000,45.11-1-01,MATRIZ,ATIVA,206-2,2,2,NAO
1,18.13-0-99,MATRIZ,ATIVA,213-5,2,1,NAO
50000,82.11-3-00,MATRIZ,ATIVA,213-5,37,37,NAO
300000,32.99-0-03,MATRIZ,ATIVA,206-2,2,0,NAO
50000,10.31-7-00,MATRIZ,ATIVA,213-5,4,3,NAO
1,10.91-1-02,MATRIZ,ATIVA,213-5,3,3,NAO
1,43.30-4-03,MATRIZ,ATIVA,213-5,4,4,NAO
700000,49.24-8-00,MATRIZ,ATIVA,230-5,3,3,NAO
200000,77.11-0-00,MATRIZ,ATIVA,206-2,19,6,NAO
5000,45.41-2-05,MATRIZ,ATIVA,213-5,6,4,NAO
1,82.19-9-99,MATRIZ,ATIVA,213-5,2,2,NAO
3000000,45.11-1-01,MATRIZ,ATIVA,206-2,11,7,NAO
3320161,46.45-1-01,MATRIZ,ATIVA,206-2,161,155,NAO
3320161,47.73-3-00,FILIAL,ATIVA,206-2,4,4,NAO
200000,41.20-4-00,MATRIZ,ATIVA,206-2,6,7,NAO
20000,18.13-0-01,MATRIZ,ATIVA,213-5,2,2,SIM
63000,47.51-2-01,MATRIZ,ATIVA,230-5,5,3,NAO
30000,70.20-4-00,MATRIZ,ATIVA,206-2,2,2,NAO
10000,47.44-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
80000,45.30-7-02,MATRIZ,ATIVA,230-5,2,0,NAO
200000,47.29-6-99,MATRIZ,ATIVA,213-5,3,2,NAO
80000,47.12-1-00,MATRIZ,ATIVA,213-5,2,1,NAO
300000,41.20-4-00,MATRIZ,ATIVA,206-2,7,7,NAO
15000,25.39-0-01,MATRIZ,ATIVA,206-2,4,4,NAO
100000,47.29-6-99,MATRIZ,ATIVA,206-2,4,3,NAO
100000,41.20-4-00,MATRIZ,ATIVA,206-2,6,6,SIM
20000,47.51-2-02,MATRIZ,ATIVA,213-5,9,4,NAO
200000,47.89-0-05,MATRIZ,ATIVA,206-2,2,1,NAO
1,77.39-0-03,MATRIZ,ATIVA,213-5,3,3,NAO
100000,47.44-0-01,MATRIZ,ATIVA,230-5,2,2,SIM
10000000,14.12-6-01,MATRIZ,ATIVA,206-2,2,1,NAO
1,95.11-8-00,MATRIZ,ATIVA,213-5,2,1,NAO
100000,86.30-5-01,MATRIZ,ATIVA,206-2,3,3,NAO
15000,46.69-9-99,MATRIZ,ATIVA,213-5,35,24,NAO
100000,46.34-6-01,MATRIZ,ATIVA,206-2,22,14,NAO
45000,11.21-6-00,MATRIZ,ATIVA,213-5,3,3,NAO
5000000,45.11-1-01,MATRIZ,ATIVA,206-2,3,1,NAO
100000,47.73-3-00,MATRIZ,ATIVA,213-5,3,3,NAO
1,56.11-2-03,MATRIZ,ATIVA,213-5,4,4,NAO
60000,47.44-0-99,MATRIZ,ATIVA,213-5,3,3,NAO
150000,86.30-5-03,MATRIZ,ATIVA,206-2,7,4,NAO
10000,90.01-9-02,MATRIZ,ATIVA,213-5,8,6,NAO
20000,47.24-5-00,MATRIZ,ATIVA,213-5,5,2,NAO
250000,42.13-8-00,MATRIZ,ATIVA,206-2,2,2,NAO
110000,77.11-0-00,MATRIZ,ATIVA,230-5,8,8,NAO
10000,00.00-0-00,MATRIZ,BAIXADA,213-5,2,2,NAO
50000,45.11-1-02,MATRIZ,ATIVA,206-2,2,0,NAO
200000,77.11-0-00,MATRIZ,ATIVA,206-2,2,1,NAO
40000,47.12-1-00,MATRIZ,ATIVA,213-5,20,14,NAO
400000,43.99-1-05,MATRIZ,ATIVA,230-5,5,3,NAO
50000,00.00-0-00,MATRIZ,BAIXADA,206-2,2,2,NAO
30000,45.20-0-01,MATRIZ,ATIVA,213-5,10,10,NAO
10000,14.12-6-03,MATRIZ,ATIVA,213-5,2,1,NAO
120000,42.13-8-00,MATRIZ,ATIVA,206-2,5,5,NAO
10000,56.11-2-01,MATRIZ,ATIVA,213-5,2,2,NAO
50000,47.31-8-00,MATRIZ,ATIVA,206-2,4,3,NAO
60000,46.45-1-01,MATRIZ,ATIVA,206-2,67,64,NAO
30000,47.22-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
15000,47.24-5-00,MATRIZ,ATIVA,213-5,2,2,NAO
20000,86.30-5-03,MATRIZ,ATIVA,206-2,9,9,NAO
1500,43.21-5-00,MATRIZ,ATIVA,213-5,2,2,NAO
70000,47.11-3-02,MATRIZ,ATIVA,230-5,21,5,NAO
20000,77.11-0-00,MATRIZ,ATIVA,213-5,27,17,NAO
20000,47.21-1-02,MATRIZ,ATIVA,213-5,4,4,NAO
50000,45.30-7-03,MATRIZ,ATIVA,213-5,18,17,NAO
500000,42.13-8-00,MATRIZ,ATIVA,213-5,3,3,NAO
900000,41.20-4-00,MATRIZ,ATIVA,230-5,12,7,NAO
10000,69.20-6-01,MATRIZ,ATIVA,213-5,3,3,NAO
400000,42.99-5-99,MATRIZ,ATIVA,206-2,6,6,NAO
5000,56.11-2-01,MATRIZ,ATIVA,213-5,2,2,NAO
93700,46.45-1-01,MATRIZ,ATIVA,230-5,2,2,NAO
20000,85.99-6-04,MATRIZ,ATIVA,213-5,6,6,NAO
50000,46.47-8-01,MATRIZ,ATIVA,213-5,22,7,NAO
250000,43.99-1-03,MATRIZ,ATIVA,230-5,5,2,NAO
704334,46.49-4-08,MATRIZ,ATIVA,230-5,3,0,NAO
80000,78.20-5-00,MATRIZ,ATIVA,230-5,3,0,NAO
3000,47.24-5-00,MATRIZ,ATIVA,213-5,2,2,NAO
5000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
65000,86.30-5-01,MATRIZ,ATIVA,230-5,8,8,NAO
30000,47.22-9-01,MATRIZ,ATIVA,213-5,4,4,NAO
120000,49.29-9-04,MATRIZ,ATIVA,230-5,3,2,NAO
40000,47.31-8-00,MATRIZ,ATIVA,206-2,8,8,NAO
25000,49.23-0-01,MATRIZ,ATIVA,213-5,2,2,NAO
23000,00.00-0-00,MATRIZ,BAIXADA,213-5,2,2,NAO
13000,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
150000,18.13-0-99,MATRIZ,ATIVA,213-5,10,7,NAO
93700,46.49-4-08,MATRIZ,ATIVA,230-5,10,10,NAO
30000,86.30-5-03,MATRIZ,ATIVA,206-2,2,2,NAO
15000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
15000,20.62-2-00,MATRIZ,ATIVA,213-5,2,2,NAO
8000,00.00-0-00,MATRIZ,BAIXADA,213-5,2,1,NAO
150000,47.61-0-03,MATRIZ,ATIVA,206-2,2,0,NAO
20000,47.84-9-00,MATRIZ,ATIVA,213-5,2,2,NAO
300000,71.12-0-00,MATRIZ,ATIVA,230-5,5,1,NAO
50000,47.71-7-04,MATRIZ,ATIVA,213-5,2,2,NAO
5000000,33.21-0-00,MATRIZ,ATIVA,206-2,3,3,NAO
500000,41.20-4-00,MATRIZ,ATIVA,206-2,3,2,NAO
300000,41.20-4-00,MATRIZ,ATIVA,206-2,8,7,NAO
15000,47.72-5-00,MATRIZ,ATIVA,213-5,38,34,NAO
10000,49.23-0-01,MATRIZ,ATIVA,213-5,2,2,NAO
20000,49.29-9-01,MATRIZ,ATIVA,213-5,3,3,NAO
5000,43.22-3-02,MATRIZ,ATIVA,213-5,4,4,NAO
15000,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
300000,41.20-4-00,MATRIZ,ATIVA,230-5,26,9,NAO
50000,47.44-0-05,MATRIZ,ATIVA,213-5,2,2,NAO
10000,49.23-0-01,MATRIZ,ATIVA,213-5,2,2,NAO
50000,86.40-2-05,MATRIZ,ATIVA,206-2,6,6,NAO
50000,86.40-2-05,FILIAL,ATIVA,206-2,7,7,NAO
10000,45.20-0-01,MATRIZ,ATIVA,213-5,2,2,NAO
34000,49.23-0-01,MATRIZ,ATIVA,213-5,2,2,NAO
5000,49.29-9-02,MATRIZ,ATIVA,213-5,2,1,NAO
10000,47.12-1-00,MATRIZ,ATIVA,213-5,2,2,NAO
25000,49.23-0-01,MATRIZ,ATIVA,213-5,2,2,NAO
35000,47.61-0-03,MATRIZ,ATIVA,206-2,2,2,NAO
15000,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
50000,47.44-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
25000,49.24-8-00,MATRIZ,ATIVA,213-5,3,3,NAO
750000,38.11-4-00,MATRIZ,ATIVA,206-2,2,0,NAO
14000,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
18500,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,SIM
15000,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
50000,90.01-9-02,MATRIZ,ATIVA,213-5,22,21,NAO
6000,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
8500,49.29-9-01,MATRIZ,ATIVA,213-5,3,2,NAO
40000,00.00-0-00,MATRIZ,BAIXADA,213-5,2,2,NAO
30000,47.29-6-99,MATRIZ,ATIVA,213-5,2,0,NAO
1000000,38.11-4-00,MATRIZ,ATIVA,230-5,4,1,NAO
9000,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
50000,49.23-0-02,MATRIZ,ATIVA,213-5,3,2,NAO
35000,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
35000,00.00-0-00,MATRIZ,BAIXADA,213-5,3,2,NAO
360000,42.13-8-00,MATRIZ,ATIVA,206-2,2,0,NAO
15000,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
1000,47.22-9-01,MATRIZ,ATIVA,213-5,3,2,NAO
28000,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
30000,47.84-9-00,MATRIZ,ATIVA,206-2,2,2,NAO
1000,49.29-9-01,MATRIZ,ATIVA,213-5,3,2,NAO
13000,49.29-9-01,MATRIZ,ATIVA,213-5,2,1,NAO
3000,14.12-6-02,MATRIZ,ATIVA,213-5,3,1,NAO
10000,33.12-1-03,MATRIZ,ATIVA,213-5,4,3,NAO
200000,41.20-4-00,MATRIZ,ATIVA,230-5,9,9,NAO
200000,47.42-3-00,MATRIZ,ATIVA,206-2,2,2,NAO
50000,47.89-0-99,MATRIZ,ATIVA,206-2,6,4,NAO
50000,47.51-2-01,MATRIZ,ATIVA,206-2,10,7,NAO
50000,47.71-7-01,MATRIZ,ATIVA,213-5,4,4,NAO
20000,47.12-1-00,MATRIZ,ATIVA,213-5,3,3,NAO
1,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
8000,43.21-5-00,MATRIZ,ATIVA,213-5,2,2,NAO
9000,43.21-5-00,MATRIZ,ATIVA,213-5,2,2,NAO
20000,47.12-1-00,MATRIZ,ATIVA,213-5,2,2,NAO
250000,23.30-3-01,MATRIZ,ATIVA,206-2,7,7,NAO
30000,47.24-5-00,MATRIZ,ATIVA,213-5,3,3,NAO
1,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
150000,47.29-6-99,MATRIZ,ATIVA,206-2,20,17,NAO
20000,49.29-9-01,MATRIZ,ATIVA,213-5,3,2,NAO
800000,41.20-4-00,MATRIZ,ATIVA,206-2,22,16,NAO
1663000,41.20-4-00,MATRIZ,ATIVA,206-2,8,4,NAO
200000,41.20-4-00,MATRIZ,ATIVA,206-2,2,1,NAO
150000,41.20-4-00,MATRIZ,ATIVA,206-2,23,17,NAO
300000,41.20-4-00,MATRIZ,ATIVA,206-2,2,1,NAO
8000,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,SIM
5000,61.90-6-01,MATRIZ,ATIVA,213-5,2,2,NAO
20000,47.22-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
80000,61.90-6-01,MATRIZ,ATIVA,206-2,2,2,NAO
1,47.12-1-00,MATRIZ,ATIVA,213-5,3,2,NAO
300000,31.02-1-00,MATRIZ,ATIVA,213-5,4,2,NAO
150000,45.30-7-05,MATRIZ,ATIVA,206-2,2,2,NAO
50000,42.13-8-00,MATRIZ,ATIVA,230-5,2,1,NAO
32000,49.29-9-01,MATRIZ,ATIVA,213-5,3,2,NAO
80000,77.11-0-00,MATRIZ,ATIVA,213-5,12,10,NAO
200000,43.99-1-03,MATRIZ,ATIVA,206-2,2,0,NAO
1,49.29-9-01,MATRIZ,ATIVA,213-5,4,4,NAO
1,49.24-8-00,MATRIZ,ATIVA,213-5,3,3,NAO
1,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
12000,77.11-0-00,MATRIZ,ATIVA,213-5,8,8,NAO
10000,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
40000,47.44-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
9000,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
100000,47.31-8-00,MATRIZ,ATIVA,206-2,7,7,NAO
100000,73.12-2-00,MATRIZ,ATIVA,230-5,2,2,NAO
50000,45.30-7-05,MATRIZ,ATIVA,206-2,7,7,NAO
10000,47.42-3-00,MATRIZ,ATIVA,213-5,2,2,NAO
80000,47.12-1-00,MATRIZ,ATIVA,213-5,2,2,NAO
1,25.42-0-00,MATRIZ,ATIVA,213-5,2,2,NAO
1000000,41.20-4-00,MATRIZ,ATIVA,206-2,9,3,NAO
10000,32.50-7-06,MATRIZ,ATIVA,213-5,4,3,NAO
30000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
20000,47.83-1-02,MATRIZ,ATIVA,206-2,16,10,NAO
20000,61.90-6-01,MATRIZ,ATIVA,213-5,4,2,NAO
100,73.19-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
60000,47.31-8-00,MATRIZ,ATIVA,206-2,2,3,NAO
600000,45.11-1-04,MATRIZ,ATIVA,206-2,7,6,NAO
90000,43.13-4-00,MATRIZ,ATIVA,230-5,2,0,NAO
200000,41.20-4-00,MATRIZ,ATIVA,206-2,37,12,NAO
15000,47.51-2-01,MATRIZ,ATIVA,213-5,2,2,NAO
25000,49.30-2-01,MATRIZ,ATIVA,213-5,2,2,NAO
10000,32.50-7-06,MATRIZ,ATIVA,213-5,4,4,NAO
5000,45.20-0-06,MATRIZ,ATIVA,213-5,2,2,NAO
10000,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
10000000,41.20-4-00,MATRIZ,ATIVA,206-2,2,0,NAO
20000,47.84-9-00,MATRIZ,ATIVA,213-5,2,2,NAO
15000,56.11-2-01,MATRIZ,ATIVA,213-5,4,4,NAO
100000,82.30-0-01,MATRIZ,ATIVA,213-5,51,29,NAO
67800,47.59-8-99,MATRIZ,ATIVA,230-5,35,26,NAO
10000,71.12-0-00,MATRIZ,ATIVA,206-2,4,3,NAO
60000,45.30-7-03,MATRIZ,ATIVA,213-5,7,4,NAO
150000,41.20-4-00,MATRIZ,ATIVA,230-5,2,1,NAO
500,00.00-0-00,MATRIZ,BAIXADA,213-5,2,2,NAO
50000,61.90-6-01,MATRIZ,ATIVA,213-5,3,1,NAO
20000,47.71-7-01,MATRIZ,ATIVA,206-2,2,2,NAO
3000,43.22-3-02,MATRIZ,ATIVA,213-5,3,3,NAO
30000,47.61-0-03,MATRIZ,ATIVA,213-5,6,5,NAO
30000,82.11-3-00,MATRIZ,ATIVA,213-5,2,2,NAO
200000,43.22-3-01,MATRIZ,ATIVA,206-2,11,5,NAO
99000,47.12-1-00,MATRIZ,ATIVA,230-5,3,1,NAO
20000,56.11-2-01,MATRIZ,ATIVA,213-5,3,3,NAO
650000,41.20-4-00,MATRIZ,ATIVA,206-2,3,2,NAO
1,82.19-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
10000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
50000,49.29-9-02,MATRIZ,ATIVA,213-5,2,2,NAO
100000,41.20-4-00,MATRIZ,ATIVA,206-2,2,2,NAO
30000,82.30-0-01,MATRIZ,ATIVA,213-5,11,6,NAO
500,49.23-0-01,MATRIZ,ATIVA,213-5,2,2,NAO
10000,49.24-8-00,MATRIZ,ATIVA,213-5,2,1,NAO
40000,81.30-3-00,MATRIZ,ATIVA,213-5,4,4,NAO
50000,49.29-9-01,MATRIZ,ATIVA,213-5,2,1,NAO
200,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
200000,43.22-3-02,MATRIZ,ATIVA,230-5,3,5,NAO
100000,47.51-2-01,MATRIZ,ATIVA,206-2,3,3,NAO
5000,73.19-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
10000,49.24-8-00,MATRIZ,ATIVA,213-5,2,1,NAO
80000,47.42-3-00,MATRIZ,ATIVA,206-2,16,16,NAO
10000,95.11-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
30000,47.12-1-00,MATRIZ,ATIVA,213-5,35,18,NAO
35000,10.91-1-02,MATRIZ,ATIVA,213-5,2,2,NAO
20000,47.73-3-00,MATRIZ,ATIVA,206-2,10,10,NAO
30000,90.01-9-02,MATRIZ,ATIVA,213-5,2,2,NAO
1000,47.12-1-00,MATRIZ,ATIVA,213-5,2,1,NAO
300000,71.12-0-00,MATRIZ,ATIVA,206-2,3,1,NAO
30000,47.12-1-00,MATRIZ,ATIVA,213-5,16,0,NAO
100000,71.12-0-00,MATRIZ,ATIVA,213-5,4,2,NAO
400000,41.20-4-00,MATRIZ,ATIVA,206-2,33,15,NAO
93700,43.30-4-05,MATRIZ,ATIVA,230-5,3,3,NAO
5000,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
10000,49.24-8-00,MATRIZ,ATIVA,213-5,3,2,NAO
10000,47.44-0-99,MATRIZ,ATIVA,206-2,2,2,NAO
400000,41.20-4-00,MATRIZ,ATIVA,206-2,2,1,NAO
5000,82.19-9-99,MATRIZ,ATIVA,213-5,3,3,NAO
52000,47.22-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
10000,49.29-9-01,MATRIZ,ATIVA,213-5,6,6,NAO
8000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
20000,47.44-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
20000,47.22-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
5000,77.29-2-02,MATRIZ,ATIVA,213-5,2,2,NAO
600000,03.21-3-02,MATRIZ,ATIVA,206-2,5,5,NAO
30000,47.74-1-00,MATRIZ,ATIVA,213-5,3,3,NAO
150000,95.11-8-00,MATRIZ,ATIVA,230-5,30,26,NAO
5000,00.00-0-00,MATRIZ,BAIXADA,213-5,2,1,NAO
200000,47.89-0-05,MATRIZ,ATIVA,206-2,3,2,NAO
120000,41.20-4-00,MATRIZ,ATIVA,206-2,2,0,NAO
100000,47.31-8-00,MATRIZ,ATIVA,206-2,2,2,SIM
50000,47.61-0-03,MATRIZ,ATIVA,206-2,12,12,NAO
300000,41.20-4-00,MATRIZ,ATIVA,206-2,2,1,NAO
67800,45.20-0-05,MATRIZ,ATIVA,230-5,2,2,NAO
35000,86.50-0-04,MATRIZ,ATIVA,206-2,2,2,NAO
68000,14.12-6-01,MATRIZ,ATIVA,230-5,5,5,NAO
30000,47.54-7-01,MATRIZ,ATIVA,213-5,15,16,NAO
10000,43.99-1-05,MATRIZ,ATIVA,213-5,3,3,NAO
200000,47.31-8-00,MATRIZ,ATIVA,206-2,3,3,NAO
15000,32.50-7-06,MATRIZ,ATIVA,213-5,5,3,NAO
200000,77.11-0-00,MATRIZ,ATIVA,230-5,2,2,NAO
120000,08.10-0-99,MATRIZ,ATIVA,206-2,4,4,NAO
100000,41.20-4-00,MATRIZ,ATIVA,206-2,2,1,NAO
6000,47.12-1-00,MATRIZ,ATIVA,213-5,5,4,NAO
30000,86.40-2-06,MATRIZ,ATIVA,206-2,5,5,NAO
100000,41.20-4-00,MATRIZ,ATIVA,206-2,2,2,NAO
300000,47.29-6-99,MATRIZ,ATIVA,213-5,3,0,NAO
50000,47.63-6-01,MATRIZ,ATIVA,213-5,12,10,NAO
10000,56.11-2-01,MATRIZ,ATIVA,213-5,2,2,NAO
20000,47.84-9-00,MATRIZ,ATIVA,213-5,8,5,NAO
200000,47.44-0-99,MATRIZ,ATIVA,213-5,3,3,NAO
10000,82.11-3-00,MATRIZ,ATIVA,206-2,8,8,NAO
20000,61.90-6-01,MATRIZ,ATIVA,213-5,4,4,NAO
